data,question,answer
2009.12.23. , 이번에 이 겨울방학이 지나면 중학생이되요 .. 제가 원래 초등학생땐 우리아파트 공부방에서 공부를했는데 중학생이되면 거기가 집이고 선생님도 가정이있어서 중학생은 더... , 답변 음...우선 중학생이되기전에는 그러니깐 예비중일때는 수학과... 그리고 중학생이되시면 흠...컴퓨터 많이하시나요? 하루에 한시간? 한시간반? 중학생되면 이틀에 한번도 하기... 
2009.02.17. , ( 여학생 ) 저에게는 언니도 오빠도 없어서 중학생생활을 잘모르거든요 .. 그래서 이렇게 질문을올려요 ㅎㅎ ; . ( 성의껏 답변부탁 ) - Q 1 . 중학교에서 배울 과목은... ," 답변 1)국,영,수.사.과.영어.미술.도덕.국사.체육,음악.가정,기술. 이렇게 되요 2) 초등학교때랑 같이 하면 되는데 과목별로 따로 공책을 준비하셔야 될겁니다. 3) 내신관리는... "
2009.02.17. , ( 여학생 ) 저에게는 언니도 오빠도 없어서 중학생생활을 잘모르거든요 .. 그래서 이렇게 질문을올려요 ㅎㅎ ; . ( 성의껏 답변부탁 ) - Q 1 . 중학교에서 배울 과목은... ," 답변 1 . 중학교에서 배울 과목은 몇과목인가요 ? ( 과목을 다 알려주시기 바래요 ) 아마 수학 , 과학 (그그 .. 2개로 겹처진거) , 음악 , 기술 , 가정 , 도덕, 영어, 한자, 국어... "
2009.02.17. , ( 여학생 ) 저에게는 언니도 오빠도 없어서 중학생생활을 잘모르거든요 .. 그래서 이렇게 질문을올려요 ㅎㅎ ; . ( 성의껏 답변부탁 ) - Q 1 . 중학교에서 배울 과목은... ," 답변 1.과목은 1학년땐 하는데 2,3학년땐 안하는과목이있고 뭐 그렇게 학교마다 조금씩다른게 있어요. 국어 생활국어 수학 사회 국사 과학 영어 도덕 한문 체육 음악 미술... "
2005.01.21. , 3.중학생이 되면 필요한 것들은 뭐가 있나요? 4.선배들에게 나쁘게 찍히지... 6.초등학생때와 중학생때의 차이점.. 이렇게 6가지만 가르쳐 주세요 ㅇ_ㅇ.. 부탁할게요 ," 답변 ③중학생이 되면 필요한 것들은 뭐가 있나요? 뭐가 있겠습니까. 초등학교와 다르지 않아요 !] 교과서나, 필기도구는 꼭 가지고 다니셔야 하구요.. 조금 다른점이 있다면야;... "
2016.07.27. , 아래사진 필통 중에서 중학생이 가장쓰기 편한거 골라주세요.필기구는 15~16 자루 들고다녀요. 알맞게 추천해주세요.!!!! 자세한 답변 부탁합니다 ^o^ , 답변 첫번째꺼요 요즘에 중학생들보면 넓덕한거 들고다니는 사람을 본적이 없기도 하지만 중학생되면 이동수업이 점점 많아지니깐 저는 원형으로 된 필통이 들고다니기도 편해서... 
2020.02.25. , 제가 올해 중학생이 됐고 고등학교 장학생을 목표로... 그래서 중학생인강을 알아보고 있는데 샘플 강의 들어보면... 같은데 개인 맞춤형 강의가 가능한 중학생인강 뭐 없을까요?? , 답변 중학생인강에 대해 문의를 주셨는데요 개인 학습 수준에 따라 맞춤형 학습이 필요하시다면 천재교육에서 나온 밀크티 중학생인강이 질문자님께 많은 도움이 될 수 있는... 
2015.12.15. , 중학생 염색 색 추천 (레드브라운 밀크브라운 이런거 추천하지마세요; 못해요. 검은색이나 진한 갈색계열색) 2. 복구매직가격 3. 매직도 할라하는데 매직과 볼륨매직의... ," 답변 복구매직, 교정복구매직, 복구펌, 복구볼륨매직, 복구염색, 복구크리닉 원조개발 미용사입니다. 복구달인, SBS 생활경제 ""손상된 모발 복구매직으로 재탄생... "
2010.11.07. , 저기 중학생인데 스킨 로션 베이스 선크림 컨실러 팩트 이렇게 해도 되나요? 올래 비비 썻는데 별로 비비가 좀 그래서 이렇게 하고 다녀도 될지;;;;; 그리고 베이스 하고 선크림... , 답변 스킨 로션 선크림 베이스 컨실러 팩트 에요 ㅎ 베이스랑 썬크림 순서가 바꼈네요 ㅎ 베이스는 토니모리제품 추천해요 ㅎ 베이비돌스 비비메이크업베이스 (6800원)이구요... 
2008.02.05. ," 올해 중학생되는데요, 질문해요. 1: 실내화가방 필요하나요? 2:선배들한테 안걸리려면 어떻게 하고 다녀야되요? 3:보통 중학생들가방이 작던데, 교과서가 작아요? 4:보통... ", 답변 제가 이제 중3되는데요 답변한번 해드릴께요 1. 실내화가방 쓰는곳이 잇고 안쓰는곳도 잇어요 저희는 안쓰고 사물함에 넣습니다 2. 선배한테 안걸리는법? 뭐 다른거 없고... 
2018.08.17. , 저번에 질문드린 중학생인데요 1. 28로 백스트록해도 잘 나갑니다 손목힘이 좋아서 잘 합니다 근데도 줄을 24해야할까요? 2. 아크세이버 6은 어떤가요? 3. 초급자 (중학교)... , 답변 1:1 질문을 해주셔서 감사합니다. 1. 백핸드 스트로크를 해도 날 나간다를 제가 충분히 납득하게 설명을 해주시기 바랍니다. 배드민턴을 배워보지 않은 사람이 백핸드... 
2005.03.09. , 밑에 질문들에 대한 답 아시면 성의껏 대답해주세요^^ 1. 클린앤클리어... 중학생이 쓸만한 화장품냄새(ex- 강한 파우더향)같은 강한 향말고요 쿨워터향이나 파우더향... , 답변 윗분.. 오드뚜알렛-오데토일렛은 남자용?이라뇨;; 향수의 농도를 말하는 겁니다. 오데토일렛이 오드퍼퓸보다 옅은 향수라는 뜻이죠. 지속력 면에서 차이가 납니다;; 1.... 
2005.03.01. ," 이제 중1되는 중학생입니다. 질문 몇가지좀 할게요... 1. 초등학교때 많이 놀았는데 이게 중학교 성적에 관련 있나요??(성적 웬만큼 나옴) 2. 컴퓨터를 토요일, 일요일에만... ", 답변 1. 초등학교성적은 졸업장 받는것과 동시에 기록으로만 남게되고 중학교가면 성적을 다시 내게 됩니다 그러니 관련없음.. 2. 중학교다닐때까지는 공부와 자기 하고싶은것... 
2008.02.01. ," 안녕하세요 제가 이제 중학생이 되거든요. 그런데요 이제 중학생도 되것다 가방도 새로... 머리 중학생이면 귀 밑으로 15cm이하여야 해요, 제얼굴은 계란형에다가 눈이 크고... ", 답변 질문이 좀더 구체적이었다면 구체적인 답변을 받을수잇으셧을텐데...아쉽네요 님이 다닐학교이름이라도 알려주면 그학교다니는 선배가와서알려주기라도할텐데.. 그리고... 
2003.03.21. ," 이제 학업에 서서히 눈을 뜨여 가는 중학생 (2학년) 입니다..... 학교에서 상위권은... 본격적인 질문은 , 첫째......제가 고등학교 공부에 대해 이것저것 찾아보다가, 뭐... "," 답변 저는 지금 고3이랍니다 그래서 누구보다 진학에 관심을 가지고 있어서 조금 안다고 생각하기에 답변합니다 우선 내신체질, 수능체질 있습니다. 물론 둘다 잘하는 친구들도... "
2007.02.10. , 질문정리해드리겠습니다^^ 1.중학생인데안으로말리는(펌)반윤희머리해도될까요? 2.반윤희머리할려면머리에층이없어야하나요? 3.반윤희머리요... , 답변 1.학교에서 학주가 펌이라고도 생각못하던데요. - 걸리지는 않습니다 2.반윤희머리는 칭이 없어야 이쁘게 말리게든요 3굵게 하셔도 저머리는 나오지 않을꺼예요 4.그냥... 
2007.01.23. ," 중학생이 되다보니 여러가지 궁금한게 많아져서 이렇게 질문드립니다. 좋은 답변 주세요^^ 1. 개학을 하면.. - 개학은 2월 5일, 졸업은 2월 15일 인데요.. 진도는 다... ", 답변 군서중학교에 들어가시는갔군요.. 1번은 그냥 놉니다 -__- 2번은 전 엘리트에서 사서 쩝... 반 애들 교복 보면 아이비에 체크무늬가 없엇던것 같은데 기억이 가물가물합니다.... 
2007.01.11. , 좀있으면 중학생 되는 사람입니다 =_= ;; 제 위에 형제가 없어서요 ; 중학교에 대해 잘 모르거덩요 ^^ ;; 질문이 좀 많아도 성의껏 답변해주세요!! [질문1] 초등학교 졸업식... ," 답변 질문이 많으시다보니^^; 바로 답변 드리겠습니다. [질문1] 초등학교 졸업식,중학교... 무튼 중학생 되신거 축하드리고요~// 공부 열심히 하세요^^화이팅!ㅋㅋㅋㅋ "
2004.08.20. ," 이제 거의 반년정도만 있으면 중학생이 될텐데 걱정이 많이 되네요-ㅁ- 내공이... 초등학교가 더 재미있나요?? 질문이 너무 많아서 죄송하고요, 성실하게 답변해주세요 ^ ^ ", 답변 거.. 교복은 다른거 없구요... 교복은 따악~~ 맞지않는거 하세여 아님 쌤한테 주 글수도 --;;;;; (저는 아님니닷~!^^;;) 그리고요... 교복은 그다지 크게하지마세 여... 나중에... 
2020.09.06. , 싶은데 질문에 답 좀 해주세요 !! 1. 그 흰색 옷 안에 입을 나시를 살려고 하는데 어디서 사는게 좋나요 ? 2. 중학생분들은 보통 어디서 옷 사시나요 ? 3. 제가 키도 작고... ," 답변 저는 옷 입는거에 중학생, 대학생 나이 없다구 생각해여!!! ㅋㅋㅋ 저는 지금 고등학생인데 (안물안궁) 중학생 때... 중학생분들은 보통 어디서 옷 사시나요... "
2011.02.15. , 중학생때꼭필요한물건이나 사면좋을물건있으면 써주세요!^^ 8. 치마가 무릎위한 5cm정돈에 더줄이면안되겠죠? 이정도면 안걸리죠? 선배님들! 질문부탁드려요 ㅠㅠ... , 답변 그리고 제가 학교다닐때 약간 비비를 바르는데 중학생때 약간은 괜찮을까요?... 중학생때꼭필요한물건이나 사면좋을물건있으면 써주세요!^^ - 겉옷이나 저는 <참고로... 
2004.08.27. ," 'ㅠ' 뭐 아직 예비 중학생이라 보다는 , 이제 // 예비 중학생이 된다는 학쒱ol에요. 몇가지 질문좀 하고 , 고민좀 털어놀려구요 -_-;; ＃. 교복은 어디서 맞추는게 좋을까요?... "," 답변 ㅇㅗㅇ -참 답변이 길어지는 질문하나가 나왔군요 ^^ 1년이 1학기와 2학기로 나뉘어 중간고사, 기말고사, 2번씩 4번을 보죠.. 저같은 경우는 중학교때 학원을 다니지 않을... "
2020.02.24. , 답변 부탁드립니다~~ 질문정리 1. 불당동 중학생 초등학생 수학과외 영어과외 선생님 추천받아요 2. 업체 개인 어떤곳에서 수업을 받아야 좋은지 현실적인 답변두요!... , 답변 공부는 해야 하는데....... 코로나 때문에 학원을 보내자니... 그렇다고 방문과외를 하자니..... 인강을 하고 있자니..... 이래 저래 자녀분들 교육 때문에 걱정들 많으시죠???... 
2019.07.18. , 문법이 취약하다고 생각해서 문법공부만 했더니 독해가 떨어져 가는 게 느껴져요….원래는 자신 있는 부분이어서 문제집으로 좀 풀다 보면 나아질 것 같은데 괜찮은 문제집... , 답변 안녕하세요 수박씨 닷컴 멘토입니다.~^^ 영어 독해를 고민하는 중학생이시군요.... 입시 대비를 위해 질문도 하시고 열정이 있으시니 작성자님은 공부에도 집중... 
2016.11.20. ," 중학생 다이어트의 대해서 답변부탁드립니다 1. 식단을 짤수없어 어림잡아서 밥의양 반찬, 국의 양 을 알려주세요 2. 제 키 180 몸무개 88인데 얼마나 빼야 보기좋을까요?... ", 답변 저는 그냥아침저녁 우유에 현미나 채소갈아서 먹고요 밤마다 s헬스어플로 1시간씩뛰어요 그리고 간식금지 기름진 음식금지/짜장면 치킨 패스트푸드 등 그리고 저도... 
2020.04.10. , 안녕하세요 냥냥냥냥냥냥냥냥 님. 전에 도와달라고 질문 올렸던 중학생 입니다 . . 모르는사람한테 터놓는다고 생각하고 예기해도 될까요! . . . . 쪽지(?)는 어떻게 보내는거죠!? , 답변 매일 보내면 됨니다 
2014.06.26. , 안녕하세요 중2 남학생입니다 중학생 남자 헤어스타일 질문드립니다 일단 저희학교 두발규정은 왁스x 파마x 입니다 귀는 파도되고 안파도되는데 파는개좋다고 생각합니다... ," 답변 일단 곱슬끼가 있으시니까, 바가지 형태로 자르시고 좀 더 관리에 신경쓰신다면 볼륨펌으로 보이게 하실 수 있구요, 투블럭컷을 하신다면 투블럭볼륨컷으로 보이실 수도... "
2020.03.23. , 키 158~160cm 몸무게 60~61kg인 중학생 여자입니다 4월달까지 다이어트를 해보려고 해요!... (4번 질문) 운동을 많이 못하는 대신 식단을 어렵게 줄여보려고 하는데 제... , 답변 유튜브 땅끄부부 쳐서 해보세요 강추 공복운동이 제일 좋아요 아침에 운동하고 점심 먹고 저녁 4~6사이 먹고 이후에 아무것도 안먹음 되요 아니면 아파트 계단 올라갓가... 
2007.02.12. , 다른 것들도 곰인이에요 간단하게 질문드릴께요 1. 발목위로 오는 캔버스화 (올스타) 발목위로 오는 건 안되는 학교도 있던데 ㅠㅠ 걸리면 어떡하나요? 다른거 또 사나요?... , 답변 다른 메이커도 추천해주세요^_^ → 중학생들은 케이스위스 많이 써요 ㅋㅋㅋ 그게... 아디다스도 중학생들이 메기엔 좋고요 ㅋㅋㅋㅋㅋㅋ 3.저희 중학교는 머리길이가... 
2007.05.06. ," 예비중학생 5학년입니다~-_-;; 몇가지 물어볼게 있어숴.... 대충 중학생 머리는 몇cm 잘라야 하나요?? 쁘라쓰... 중학생들 가방 작고, 끈이 길든데.. 중학생 가방 작고 끈... "," 답변 대충 중학생 머리는 몇cm 잘라야 하나요?? 학교마다 다름. 자율화 된 학교는 귀밑 10cm... 중학생들 가방 작고, 끈이 길든데.. 중학생 가방 작고 끈 쪼금 긴거 추천좀요 쁘라쓰... "
2019.07.27. , 중학생 본인 명의 체크카드 질문이요 제가 제 명의로 체크카드를 만들려고 합니다.제 나이가 생일이 지나서 만14세가 되었는데 저혼자가서 만들려고 합니다. 저 혼자 가서... , 답변 질문해주신 내용 답변드리겠습니다. 네 회원님께서 만 14세 이상이시라면 신한... 1대1질문및 수많은 발급후기를 보실수있습니다.^^ ● 안녕하세요 ^^ ● 지식IN Top 공식... 
2012.02.13. , 안녕하세요~올해 중학생이 되는 한 소녀입니당ㅋㅋㅋㅋㅋ 다름이 아니라 제가 스마트폰을 갖고 싶어서요 바로 질문가요 고고씽~ 1. 이 밑에 사진에 있는 스마트폰 되게... , 답변 중학생 되면 피쳐폰이랑 스마트폰 요금제가 얼마 차이 안난다는데 진짜인가요? - 아닙니다.. 피쳐 폰과 스마트폰에는 기기값 차이가 있어서요.... 스마트폰 기기값이 많이... 
2005.04.30. , 중학생수학잘하는방법 / 자세히알려주세요 ! 아래질문들어갑니다. ※ 무조건 다른님들꺼 퍼와오는건 상관없다만 너무긴분량사절입니다. 그러니깐 스크롤바를 아래로... , 답변 3번째 질문 중학생이 시험치기 전에 몇주 전부터 공부 들어가는것이 좋을까? 중간고사 정도는 제 생각에는 한 2주 전에 부터 시작하면 왠만큼 할정도로 할꺼라고... 
2017.08.14. , 지금중1이고 자격증에관심이가서 질문드립니다. 제가 회사같은곳에서 일하려면 있으면 도움이되는자격증하고 지금나이에 딸수있는 자격증들좀 알려주세요 , 답변 그리고 이 자격증들 이 외에도 현재 시점으로 중학생이 응시할 수 있는 자격증은 나이제한이나 응시제한이 없는 자격증에 응시해서 볼 수 있는데 자격증 종류별로... 
2006.02.14. ," 이번에 중학생이 되는 소녀인데요^^ 몇가지 질문 좀 드릴게요~ 1. 중학교에서 주의해야할 점 좀 알려주시구요, 2. 제가 지금 매직하고 머리에 층내고 샤기컷을 했는데요, 이... "," 답변 그리고 중학생에게 적합한 헤어스타일도 알려주시면 감사하겠습니다^^ -음,, 우선... 중학생에게 적합한 가방이나 신발 좀 추천해주세요^^ (사진도 첨부해주시면 감사내공... "
2020.08.31. , 중학생 영어 공부 관련하여 정말 심각하게 고민이 되어 여기에 질문해 봅니다. 전 지금 중2학년 15살인데 태어나서 한번도 영어 학원을 다녀본 적도 없고 문제집도 풀어본... , 답변 Re) 중학생 영어 공부 관련하여 정말 심각하게 고민이 되어 여기에 질문해 봅니다. 전 지금 중2학년 15살인데 태어나서 한번도 영어 학원을 다녀본 적도 없고 문제집도... 
2018.02.17. , (이것도 가끔 않나오거나 5분??지나면 사라지는경우도 종종있음...) 4.윗 내용들로볼때 기립일가능성이 높나요?? 걱정많은중학생좀 도와주세요!! ," 답변 병원 검사의 수치와 관계없이 신장의 기능이 떨어져 있는 듯 합니다. 그런 고로, 절대 인스턴트식품과 패스트푸드 같은 정크식품을 늙음이 오는 순간까지 드시지 말고... "
6일 전 ," lTQ , GTQ 자격증이 중학생도 취득가능하다고 해서 이거 한번 따보려고 하는데 어떤식으로 공부해야 하는지 알려주세요 ㅜㅜ 제가 자격증 따는건 좋아하는데 이쪽 자격증은... "," 답변 GTQ는 포토샵, 일러스트로 구성이 되어있습니다. 저것보다 위의 자격증으로는 ACA자격증, 컴퓨터그래픽스기능사가 있습니다. 혹시나 도움이 필요하시다면 여기에... "
2009.04.11. ," 중학생인데요, 얼굴에 잡티가 많아서 막 주근깨같은거 좀 있거든요. 근데 왠지... 건성이라서 파우더 바르면 대박 떠요 질문정리해드릴게요 1. 잡티가릴때 메베만 발라도... ", 답변 저도 잡티가 많이있는편인데요 님나이부터 과하게 화장하면 나중에 나이먹어서 후회해요 진짜 이건그냥하는 말이아니고 저도 23살밖에안됐는데 벌써 우울 우울 우울... 
2010.02.23. , 안녕하세요 이제 곧 중학생이 되는 학생입니다. 제가 아무리 생각해봐도 학원이나... 제가 질문 드릴 내용은 ①중학교때 평균 70이 나오는게 힘든건가요? (독학으로... , 답변 안녕하세요 답변하게될 베실 입니다 같은 중학생으로서 극히 개인적이지만 알려드릴께요 ;; 1번 질문 답변: 저가해본결과 독학이라도 시간배정과 자신에게 맛는... 
2020.02.24. , 답변 부탁드립니다~~ 질문정리 1. 불당동 중학생 초등학생 수학과외 영어과외 선생님 추천받아요 2. 업체 개인 어떤곳에서 수업을 받아야 좋은지 현실적인 답변두요!... ," 답변 안녕하세요! 불당동에서 초중고 전문 개인과외를 운영하고 있는 찬쌤입니다 :) 우리 아이들이 올바른 공부습관을 형성하고, 탄탄하게 기본기를 잡음으로써... "
2016.01.18. , 저는 인천에 사는 한 중학생 입니다.. 여친이랑 주안역쪽에서 만나서 데이트할려하는데 노래방 가기로 했는뎅 싸고 시설 좋고 서비스 많이 주는 학생 출입 가능한 노래방... , 답변 질문자분께서 직접 알아보는게 성의잇지않을까요? 그리고 노래방 다 끝나고나서... 버스올라탈때도 질문자님 먼저 타세요 치마입은 여자분이 먼저올라타면 치마속이... 
2013.04.15. , 제가 요번 5월달에 수련회를가게 되는데요 중학생은 어떻게 준비해야 하는지 잘 모르겠어요 그래서 겸사겸사 질문하게됬습니다. 1.중학생 수련회때 교복입거나 학교... , 답변 1.그건 학교에서 교복을입어라또는 자유롭게입어라~ 라고 전달해줄거에요..(사복 입으면 코디법좀....:그냥 맘에드는 옷을 입으세요) 2.가방은 케리어를 가지고 가는게... 
2012.02.20. , 안녕하세요? 이제 중2올라가는 학생인데요. 제가 지금 복싱 1년 배웠는데 펀치력을 기르고 싶어서 근육을 좀 키우려고요. 근데 지금 성장기라 근육 키우면 않되는 건가요?... , 답변 중학생인데 신체 발육을 원하면서 근육도 키우고 싶다 두 마리의 토끼를 한꺼번에 잡을 수 있느냐 이런 질문인가요? 웨이트 트레이닝에 대한 이상한 오해 누구나 하루에... 
2020.03.01. ," 안녕하세요!저는 중학생입니다 저가 일본대학교를 가고싶은데,,아는 대학교가 없어서요.. 무슨대학교가 있고 어떤대학교를 목표를 할지 궁금해서요..성적은 1학년에서... "," 답변 와세다대, 케이오대를 목표해봅시다 "
2008.02.28. , 안녕하세요~이제막 중1들어가는 예비중학생인데요 이나이쯤 되면 막멋도부리고 싶고... 죄송합니당ㅋㅋ질문들어갈게요 1) 행사?!같은걸로 만원~만오천원정도 하는걸... ," 답변 1) 행사?!같은걸로 만원~만오천원정도 하는걸 봤는데요 안전한가요?! 안전하긴 한데,,안과가서 하는게 더 안전하고 가격도 싸요 2)1번렌즈요, 하루에... "
2017.01.24. , 안녕라세요 예비 중1입니다 제가 이번에 중학교가거든요 ㅠㅠ 그래서 궁금한게 많아서 그런데 질문할게요! 1. 초등학교랑 다른점이 뭔가요?? 수업시간이라던가..그 과목들... , 답변 유튜브에서 중학생 화장에서 보면 괜찮은 상품있을거임 그리고 눈화장은 하지않는게 조아 ㅎ 그럼 나처럼 첨에 혼나 그리고 화장안한다고 왕따는 안시켜 (참귀여운 질문... 
2020.06.11. , 중학생이 할수있는알바가있나요? ," 답변 중학생 알바 관련 질문 주셨군요. 중학생이라 하더라도 알바를 할 수 있는데요, 편의점과 백화점에서 판매알바, 음식점과 패스트푸드점에서 서빙 및 주방보조 알바... "
2006.11.09. , 이번 2007학년도에 중학교에 다닐 예비 중학생입니다!! ) _ (♥ 제가 좀 궁금한게 많아서 질문에 성의껏 자세히 답해주신다면 정말 감사하겠구요 답변에 따라서 내공 얼만큼... , 답변 1. 예비소집일날 미리 가르쳐주고 거기서 중학교배정해주나요?? 예비소집은 님이가는 중학교가서하는거예요 ㅎㅎ 중학교배정은 겨울방학중간에 학교에 나오라고해서... 
2009.10.23. , 제가 중학생인데요(몇학년인지는안밝히겠음;) 솔직히 인기가쫌있었으면좋겠거든요 좋아하는애도있고... 어쨋든 질문들어갑니다 1.인기가많아지려면어떻게해야되나요?? 2.... , 답변 중학생 타입은 2가지`3가지 있는데요 1. 싸xx 업는 타입 △ 이경우는 그냥 학교에 서... 중학생중레서 얼굴 잘생기고 잘나가는 애들의 공통점은?? 주로.. 뭐랄까나 [얼굴] 이죠... 
2005.01.12. , 하는 생각들이 왔다갔다해서요 꼭 질문에 답해주세요 . .. 1.중학생이 되면 어떠한 과목들이 있나요 ? 될수있으면 그과목에 대한 설명이나 공부하는 방법 써주세요 .. 2.... ," 답변 1.중학생이 되면 어떠한 과목들이 있나요 ? 국어 > 국어가 있는데요. 국어는 그지 어렵지 않아요. 수학시간에 선생님 말씀 잘 듣구요, 집에가서 배운내용 한번만 읽어보면... "
2016.05.20. , 안녕하세요 키크는법 질문좀 드리려고해요~! 제 아이가 중학생인데요 또래에 비해 좀 키가 작습니다. 그래서 키크는운동 이라던지 키크는방법 이 있으면 아이들과 같이... ," 답변 그리고 중학생 시기의 아이들은 대체로 충분한 수면을 갖기가 어렵습니다. 가능하면 일찍 잠을 잘 수 있도록 해주시고, 잠자기 전에 스마트폰의 사용을 줄여주세요.... "
2020.05.30. , 중학생 다이어트에 대한 질문인데요 좀 더 예쁜 몸매를 만들고 싶은데 키는 163이고 몸무게는 49정도에요 목표는 이 몸무게에서 3키로만 더 빼고 싶어요 다리는 예전에... , 답변 군것질만 안해도 빠져요. 거기다 사이클 꾸준히 지킨다면 성공이죠. 
2017.05.30. , 1.누나가 중학생때 자격증따도 소용없다했는데 팩트? 2.한국사자격증 시험 난이도점 진짜 누나새끼 말 듣고 하나도 안 땄는데 이 새끼가 지금 고3처먹고 맨날놀러다니고... , 답변 솔직히 말해서 중학교때 자격증 따는거 진짜 소용없습니다..ㅎㅎ 한국사시험자격증은 한국사능력검정시험말씀하시는 건가요? 한국사자격증시험은 초급 중급 고급으로... 
2014.12.16. , 이제 고등학교들어가는 중학생인데 방학부터 시작해서 알바를좀하려하는데 알바를 할수가잇나요? , 답변 안녕하세요 전 중2인데요 알바를 할려고하니깐 이나이에 할수있는곳이 없드라고요.. 그래서 인터넷 찾아보다가 정말좋은 알바를 찾았어요! 30분 투자해서 돈을... 
2006.12.26. , 제가 이제 중학생이 되려는 6학년 인데엽.. 중학교에 가려면 머리를 잘라야 하는데... 제발 귀두컷만 빼고 ㅡㅡ 부탁드립니다 질문정리하자면 학생부에 안걸릴 만한... , 답변 나름 귀엽게 생기셨는데요 뭘 ^ ^ 염색 파마 안하셧다면 그정도 머리길이는 안걸릴꺼같아요 ^ ^ 근데 학기초엔 꽤 심하게 머리 잡으니깐 음.. 선생님들계실땐 머리... 
2018.06.19. , 중학생 봉사활동 질문인데요 하루에 다섯시간까지만인정되나요? 다섯시간초과시에는 다섯시간으로표기되나요 ," 답변 안녕하세요 교육부 학교생활컨설턴트 입니다. 봉사시간 1일 최대 인정시간은 수업시간 기준 6교시인 날은 2시간, 7교시인 날은 1시간, 4교시인 날은 4시간이며 휴일인... "
2006.02.15. , 제가 중학생쪽으로 아는 사람도 없고 아는 정보도 없어서 질문을 올려봐요 - ; 1. 중학생되면 공부를 어떻게 해야할까요 ? 뭐 선생님께서 칠판에 적는거 따라적는다.... , 답변 하하 졸업을 추카드려요..^^ 일단중학교는 쉽게 생각만 하면 쉽고 간단해요 단지 새롭고 새로운 느낌과 생각이 오는거지 그냥 쉽게 생각하시면 되구요 일단 중학생... 
2009.06.24. , 제가 지금 중학생인데요 옛날엔 머리가 조금 길고 파마에다가 밝은 갈색이였어요 근데 중학교올라오니까 머리도 짤라야되고 검정색으로 염색까지해서 지금 머리에 너무... , 답변 학교에서 머리 묶으실꺼면 똥머리 하세요....... 파마 안걸려요ㅋ 그리고 교문 통과하실때는 복장 최대한 단정히 하면 머리 묶는척 하고 들어가는것까지는 걍 바줘요........... 
2008.01.20. , 2008년도에 중학생이 되는 여학생인데요 ㅋㅋ 질문1.좋은 펜 살 수있는 곳 질문2.예비중학생 준비물 질문3.제가 머리가 생머리이고 어깨까지 오는데 예쁜머리 추천해주세요... , 답변 그것도좋구요 하이테크는 뭐적거나 필기할때좋은거구요 질문2.예비중학생 준비물 준비물......중학생이되시면 아무래도 초등학생때썻던 500원짜리 노트말고 스프링노트를... 
2018.10.25. , 다이어트에 관한 질문입니다! 중학생이라 아침이랑 점심은 밥 절반 저녁에 닭가슴살 같은 거 먹구요 밀가루 이런 거는 다 끊었고 운동은 골고루 하는 편이나 허벅지 위주로... ," 답변 안녕하세요. 다이어트 전문 기업 목동점 다이어트 컨설턴트입니다, 학생이시면, 뇌를 많이 쓰시기 때문에 뇌의 유일한 에너지원인 포도당, 즉, 탄수화물 섭취를... "
2017.05.06. , 그래서 말을 걸기도 좀 무섭고 급식이라고 욕먹을 까봐 좀 무서워요..그런데 와우를 접고 싶진않아요.길드에서 중학생도 받아주실까요? , 답변 안녕하세요? 저는 초6 와우 플레이어 입니다. 전 초6인데도 급식소리는 못들어 봤으니 걱정 안하셔도 될 것 같구요^^ 길드는 있음 좋지만 없어도 상관은 없으니...딱히... 
2010.01.10. , 저는 중학생 친한언니도 별로없고 친언니도 없어서 중학교에대한 여러가지를 잘 모릅니다 ㅇㅅㅇ;; 그래서 여러분께 질문을 하겠습니다 . !!! ( 되도록이면 중딩언니들이... , 답변 저는 이제 고등학교 올라가는데.... 저희중은 막장학교라서 ㄷㄷ 일단 학교탐색부터 분위기 보고 하시는게 1.저는 머리길이 목밑까지옵니다 ..그래서 고데기하는데 진짜... 
2018.01.13. , 안녕하세요저는 이제 중학생이되는 한여자입니다 질문이 있습니다 1)공동구매는뭐고 개인구매는뭐인가요??? 2)교복 브랜드가 스마트나 엘리트 스쿨룩스 등 여러 브랜드가... , 답변 공동구매는 여러사람이 한꺼번에 구매하는것으로 개인이 일반구매하는것보단 약간 저렴하게 구입가능합니다. 교복브랜드별로 약간 핏이 틀려요. 근데 진짜 이건 그냥 하는... 
2016.10.03. , 진짜 실천이 안되요ㅠ지금이 4일째인데ㅠㅠ(뭐 다이어트 인생은 14년째지만요..) 그래서 질문 하겠습니다!! 1. 중학생 다이어트에 대해서 자세히 알려주세요 2. 키크는데... , 답변 도움이 될지는 잘모르겠지만 그래도 답변드려요 ☺ 먼저 첫번째 질문! 중학생 다이어트에 대해서 자세히 알려달라고 해주셨는데 밍..이거는 사람이 생각하기에 따라... 
2020.05.30. , 안녕하세요 전 중학생 1학년 학생입니다 제가 학원만 다니다 이제 온라인 클래스... 중학생 2학년 1학기~ 추천하시는 수학강의 URL좀 부탁드립니다 정성 내공 100 , 답변 안녕하세요 English Consulting Planner Jacob입니다 영어를 공부하실 때 인강으로 공부하시는 분들이 많으신데 사신 별 효과가 있지는 않습니다. 영어는 언어입니다. 언어란... 
